{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-25', '2_oilPressure_ch': '5.18', 'Number': 25736, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '7.45', '6_oilPressure_ch': '9.80', 'time': '8-16-14-57', '2_oilPressure_ch': '7.24', 'Number': 34943, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.0', '8_oilPressure_ch': '10.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.52'}
{'7_oilPressure_ch': '7.45', '6_oilPressure_ch': '10.2', 'time': '8-16-14-57', '2_oilPressure_ch': '6.32', 'Number': 34944, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '9.80', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '7.88', '6_oilPressure_ch': '10.0', 'time': '8-16-14-57', '2_oilPressure_ch': '7.17', 'Number': 34945, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '11.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.66'}
{'7_oilPressure_ch': '6.67', '6_oilPressure_ch': '9.80', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 34946, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '9.16', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '8.02', '6_oilPressure_ch': '10.7', 'time': '8-16-14-57', '2_oilPressure_ch': '6.53', 'Number': 34947, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.6', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.59'}
{'7_oilPressure_ch': '7.67', '6_oilPressure_ch': '10.2', 'time': '8-16-14-57', '2_oilPressure_ch': '7.53', 'Number': 34948, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.8', '8_oilPressure_ch': '10.1', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '7.38', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '6.46', 'Number': 34949, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.5', '8_oilPressure_ch': '10.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.59'}
{'7_oilPressure_ch': '8.45', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '6.96', 'Number': 34950, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.5', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
{'7_oilPressure_ch': '6.53', '6_oilPressure_ch': '9.37', 'time': '8-16-14-57', '2_oilPressure_ch': '6.96', 'Number': 34951, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.7', '8_oilPressure_ch': '9.02', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.73'}
{'7_oilPressure_ch': '8.52', '6_oilPressure_ch': '10.9', 'time': '8-16-14-57', '2_oilPressure_ch': '6.53', 'Number': 34952, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.7', '8_oilPressure_ch': '11.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '7.10', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '7.31', 'Number': 34953, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.5', '8_oilPressure_ch': '9.59', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.80'}
{'7_oilPressure_ch': '7.81', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 34954, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.5', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
{'7_oilPressure_ch': '8.02', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '6.89', 'Number': 34955, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '6.89', '6_oilPressure_ch': '9.52', 'time': '8-16-14-57', '2_oilPressure_ch': '7.31', 'Number': 34956, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '9.73', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.23'}
{'7_oilPressure_ch': '7.95', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '6.67', 'Number': 34957, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '10.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '6.89', '6_oilPressure_ch': '9.37', 'time': '8-16-14-57', '2_oilPressure_ch': '6.89', 'Number': 34958, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '10.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '8.95'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '6.96', 'Number': 34959, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.4', '8_oilPressure_ch': '9.73', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '6.32', 'Number': 34960, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.5', '8_oilPressure_ch': '10.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.23'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '7.24', 'Number': 34961, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.3', '8_oilPressure_ch': '9.80', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '7.88', '6_oilPressure_ch': '9.59', 'time': '8-16-14-57', '2_oilPressure_ch': '6.18', 'Number': 34962, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.6', '8_oilPressure_ch': '10.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '8.45'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '10.1', 'time': '8-16-14-57', '2_oilPressure_ch': '7.17', 'Number': 34963, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '10.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '6.96', '6_oilPressure_ch': '9.52', 'time': '8-16-14-57', '2_oilPressure_ch': '6.82', 'Number': 34964, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.5', '8_oilPressure_ch': '9.66', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.44'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '7.45', 'Number': 34965, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.1', '8_oilPressure_ch': '10.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '6.89', '6_oilPressure_ch': '9.02', 'time': '8-16-14-57', '2_oilPressure_ch': '7.10', 'Number': 34966, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '9.94', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '8.80'}
{'7_oilPressure_ch': '8.24', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '6.89', 'Number': 34967, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.4', '8_oilPressure_ch': '10.5', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '6.82', '6_oilPressure_ch': '9.52', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 34968, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '9.87', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.44'}
{'7_oilPressure_ch': '7.88', '6_oilPressure_ch': '10.2', 'time': '8-16-14-57', '2_oilPressure_ch': '7.31', 'Number': 34969, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.6', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.80'}
{'7_oilPressure_ch': '7.24', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '6.32', 'Number': 34970, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.2', '8_oilPressure_ch': '9.94', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.73'}
{'7_oilPressure_ch': '7.95', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '7.60', 'Number': 34971, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.3', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.73'}
{'7_oilPressure_ch': '6.96', '6_oilPressure_ch': '9.73', 'time': '8-16-14-57', '2_oilPressure_ch': '6.39', 'Number': 34972, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.8', '8_oilPressure_ch': '9.73', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.02'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.1', 'time': '8-16-14-57', '2_oilPressure_ch': '6.96', 'Number': 34973, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '6.67', '6_oilPressure_ch': '9.37', 'time': '8-16-14-57', '2_oilPressure_ch': '7.10', 'Number': 34974, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '9.23', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.73'}
{'7_oilPressure_ch': '8.45', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '6.53', 'Number': 34975, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '11.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.80'}
{'7_oilPressure_ch': '7.03', '6_oilPressure_ch': '9.87', 'time': '8-16-14-57', '2_oilPressure_ch': '7.45', 'Number': 34976, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.7', '8_oilPressure_ch': '9.73', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.87'}
{'7_oilPressure_ch': '8.38', '6_oilPressure_ch': '10.6', 'time': '8-16-14-57', '2_oilPressure_ch': '6.89', 'Number': 34977, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '6.89', '6_oilPressure_ch': '9.09', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 34978, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '9.59', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.09'}
{'7_oilPressure_ch': '8.02', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '7.31', 'Number': 34979, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.0', '8_oilPressure_ch': '10.5', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '7.31', '6_oilPressure_ch': '10.0', 'time': '8-16-14-57', '2_oilPressure_ch': '6.39', 'Number': 34980, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '10.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '7.81', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '7.10', 'Number': 34981, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.7', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.52'}
{'7_oilPressure_ch': '7.10', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 34982, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.6', '8_oilPressure_ch': '9.59', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.7'}
{'7_oilPressure_ch': '7.67', '6_oilPressure_ch': '9.80', 'time': '8-16-14-57', '2_oilPressure_ch': '6.53', 'Number': 34983, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.6', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '8.80'}
{'7_oilPressure_ch': '7.81', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '7.45', 'Number': 34984, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.8', '8_oilPressure_ch': '10.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '6.82', '6_oilPressure_ch': '9.37', 'time': '8-16-14-57', '2_oilPressure_ch': '6.25', 'Number': 34985, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.8', '8_oilPressure_ch': '9.87', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.73'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '7.67', 'Number': 34986, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.7', '8_oilPressure_ch': '11.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '6.74', '6_oilPressure_ch': '9.52', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 34987, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.8', '8_oilPressure_ch': '9.94', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 34988, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '6.82', '6_oilPressure_ch': '9.37', 'time': '8-16-14-57', '2_oilPressure_ch': '7.03', 'Number': 34989, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.9', '8_oilPressure_ch': '9.94', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.30'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.7', 'time': '8-16-14-57', '2_oilPressure_ch': '6.67', 'Number': 34990, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.8', '8_oilPressure_ch': '10.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.9'}
{'7_oilPressure_ch': '7.10', '6_oilPressure_ch': '9.87', 'time': '8-16-14-57', '2_oilPressure_ch': '6.89', 'Number': 34991, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.2', 'time': '8-16-14-57', '2_oilPressure_ch': '6.96', 'Number': 34992, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.0', '8_oilPressure_ch': '9.94', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '7.45', '6_oilPressure_ch': '9.73', 'time': '8-16-14-57', '2_oilPressure_ch': '6.25', 'Number': 34993, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.6', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.16'}
{'7_oilPressure_ch': '6.89', '6_oilPressure_ch': '9.73', 'time': '8-16-14-57', '2_oilPressure_ch': '7.45', 'Number': 34994, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.6', '8_oilPressure_ch': '9.37', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.80'}
{'7_oilPressure_ch': '8.38', '6_oilPressure_ch': '10.5', 'time': '8-16-14-57', '2_oilPressure_ch': '6.53', 'Number': 34995, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.87'}
{'7_oilPressure_ch': '6.53', '6_oilPressure_ch': '9.52', 'time': '8-16-14-57', '2_oilPressure_ch': '7.03', 'Number': 34996, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.4', '8_oilPressure_ch': '9.52', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.30'}
{'7_oilPressure_ch': '8.31', '6_oilPressure_ch': '10.7', 'time': '8-16-14-57', '2_oilPressure_ch': '7.17', 'Number': 34997, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.5', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '7.81', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '5.61', 'Number': 34998, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.7', '8_oilPressure_ch': '10.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.73'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '7.31', 'Number': 34999, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.2', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '7.10', '6_oilPressure_ch': '10.0', 'time': '8-16-14-57', '2_oilPressure_ch': '6.39', 'Number': 35000, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.7', '8_oilPressure_ch': '9.73', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.73'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '9.80', 'time': '8-16-14-57', '2_oilPressure_ch': '6.89', 'Number': 35001, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
{'7_oilPressure_ch': '7.03', '6_oilPressure_ch': '10.2', 'time': '8-16-14-57', '2_oilPressure_ch': '7.03', 'Number': 35002, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.7', '8_oilPressure_ch': '9.44', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.1', 'time': '8-16-14-57', '2_oilPressure_ch': '6.39', 'Number': 35003, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.8', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '8.66'}
{'7_oilPressure_ch': '6.67', '6_oilPressure_ch': '9.73', 'time': '8-16-14-57', '2_oilPressure_ch': '7.31', 'Number': 35004, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.4', '8_oilPressure_ch': '9.16', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.80'}
{'7_oilPressure_ch': '8.09', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '6.32', 'Number': 35005, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.8', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '7.31', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '7.24', 'Number': 35006, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.6', '8_oilPressure_ch': '9.80', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.80'}
{'7_oilPressure_ch': '7.31', '6_oilPressure_ch': '9.44', 'time': '8-16-14-57', '2_oilPressure_ch': '6.96', 'Number': 35007, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '11.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.09'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '10.1', 'time': '8-16-14-57', '2_oilPressure_ch': '6.74', 'Number': 35008, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.7', '8_oilPressure_ch': '9.94', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '7.67', '6_oilPressure_ch': '9.80', 'time': '8-16-14-57', '2_oilPressure_ch': '7.17', 'Number': 35009, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.0', '8_oilPressure_ch': '10.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.44'}
{'7_oilPressure_ch': '7.38', '6_oilPressure_ch': '10.0', 'time': '8-16-14-57', '2_oilPressure_ch': '6.32', 'Number': 35010, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.8', '8_oilPressure_ch': '9.87', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '7.53', '6_oilPressure_ch': '9.59', 'time': '8-16-14-57', '2_oilPressure_ch': '7.24', 'Number': 35011, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.59'}
{'7_oilPressure_ch': '7.31', '6_oilPressure_ch': '10.1', 'time': '8-16-14-57', '2_oilPressure_ch': '6.89', 'Number': 35012, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.4', '8_oilPressure_ch': '9.59', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '7.81', '6_oilPressure_ch': '9.80', 'time': '8-16-14-57', '2_oilPressure_ch': '6.53', 'Number': 35013, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.02'}
{'7_oilPressure_ch': '7.88', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '7.45', 'Number': 35014, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.7', '8_oilPressure_ch': '9.80', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '7.03', '6_oilPressure_ch': '9.59', 'time': '8-16-14-57', '2_oilPressure_ch': '6.46', 'Number': 35015, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.5', '8_oilPressure_ch': '9.59', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
{'7_oilPressure_ch': '7.67', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '7.10', 'Number': 35016, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.8', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.52'}
{'7_oilPressure_ch': '7.95', '6_oilPressure_ch': '10.7', 'time': '8-16-14-57', '2_oilPressure_ch': '7.10', 'Number': 35017, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.7', '8_oilPressure_ch': '10.5', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.1'}
{'7_oilPressure_ch': '6.96', '6_oilPressure_ch': '8.80', 'time': '8-16-14-57', '2_oilPressure_ch': '6.32', 'Number': 35018, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.4', '8_oilPressure_ch': '10.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.23'}
{'7_oilPressure_ch': '7.95', '6_oilPressure_ch': '10.3', 'time': '8-16-14-57', '2_oilPressure_ch': '7.95', 'Number': 35019, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.2', '8_oilPressure_ch': '10.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.66'}
{'7_oilPressure_ch': '7.31', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '6.39', 'Number': 35020, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '9.59', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.80'}
{'7_oilPressure_ch': '7.95', '6_oilPressure_ch': '10.1', 'time': '8-16-14-57', '2_oilPressure_ch': '7.24', 'Number': 35021, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.3', '8_oilPressure_ch': '11.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.59'}
{'7_oilPressure_ch': '7.10', '6_oilPressure_ch': '9.87', 'time': '8-16-14-57', '2_oilPressure_ch': '7.03', 'Number': 35022, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.2', '8_oilPressure_ch': '9.37', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.59'}
{'7_oilPressure_ch': '7.88', '6_oilPressure_ch': '9.94', 'time': '8-16-14-57', '2_oilPressure_ch': '6.39', 'Number': 35023, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.0', '8_oilPressure_ch': '10.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
{'7_oilPressure_ch': '7.67', '6_oilPressure_ch': '10.3', 'time': '8-16-14-58', '2_oilPressure_ch': '7.53', 'Number': 35024, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.1', '8_oilPressure_ch': '9.94', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '10.0'}
{'7_oilPressure_ch': '7.03', '6_oilPressure_ch': '9.52', 'time': '8-16-14-58', '2_oilPressure_ch': '6.25', 'Number': 35025, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '11.2', '8_oilPressure_ch': '9.87', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.30'}
{'7_oilPressure_ch': '8.02', '6_oilPressure_ch': '10.5', 'time': '8-16-14-58', '2_oilPressure_ch': '7.67', 'Number': 35026, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.0', '8_oilPressure_ch': '11.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.94'}
{'7_oilPressure_ch': '6.53', '6_oilPressure_ch': '9.37', 'time': '8-16-14-58', '2_oilPressure_ch': '6.60', 'Number': 35027, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '12.4', '8_oilPressure_ch': '8.80', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '9.37'}
