{'engine_speed': '0.0', 'fluid_two': '0.0', 'fluid_four': '0.0', 'fluid_three': '0.0', 'time': '23-11-1-1', 'fluid_senven': '0.0', 'fluid_one': '0.0', 'fluid_eight': '0.0', 'oil_allowance': '496', 'fluid_six': '0.0', 'oil_pressure': '7.84', 'water_temperature': '66.5', 'fluid_five': '0.0', 'battery_voltage': '23.7'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-30', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.45', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-35', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.50', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-40', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.73', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-45', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.56', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.1', 'fluid_eight': '0.0', 'time': '23-16-54-50', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.73', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-55', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.62', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-0', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.62', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-6', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.73', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-12', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.62', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-17', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.79', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-21', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.62', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-26', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.73', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-29', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.73', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-34', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.68', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-39', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.79', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-44', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.62', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-49', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.79', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-54', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.62', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-55-58', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.56', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-2', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.45', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-6', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.04', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-8', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.27', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-13', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.93', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-18', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.04', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-23', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.81', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-28', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.69', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-33', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.98', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-38', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.64', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-44', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.93', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-46', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.75', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-48', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.87', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-53', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.16', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '0.48'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-56-58', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.93', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-3', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.10', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-8', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.87', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-13', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.87', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-17', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.98', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-23', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.75', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-27', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.87', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-33', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.98', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-37', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.16', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-44', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '764.21', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-49', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.27', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-57-55', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.27', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-0', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.27', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-5', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.33', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-9', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.27', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-14', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.45', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.2', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-20', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.33', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.2', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-25', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.39', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-32', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.56', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.2', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-58-38', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.33', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.2', 'fluid_two': '1.17'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-30', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.0', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-33', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.7', 'fluid_six': '0.0', 'water_temperature': '82.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-36', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '82.7', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-40', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.0', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-44', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '82.8', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-47', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-51', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-54', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-29-58', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.2', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-0', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-3', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-6', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-10', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-13', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.28', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-16', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.1', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-19', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.2', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-22', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.2', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-25', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.2', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-28', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.2', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-32', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
{'fluid_two': '0.0', 'fluid_three': '0.0', 'fluid_one': '655.', 'battery_voltage': '23.8', 'fluid_six': '0.0', 'water_temperature': '83.2', 'oil_allowance': '484', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'engine_speed': '0.0', 'fluid_four': '0.0', 'time': '24-16-30-36', 'fluid_five': '0.0', 'fluid_eight': '0.0'}
