{'5_oilPressure_ch': '0.0', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.97', '1_oilPressure_ch': '0.0', 'time': '8-16-31-13', '2_oilPressure_ch': '6.82', '6_oilPressure_ch': '0.0', '8_oilPressure_ch': '0.0', '7_oilPressure_ch': '0.0', 'Number': 1519}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.2', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '75.0', 'Number': 6072}
{'5_oilPressure_ch': '33.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '41.2', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '75.8', 'Number': 6073}
{'5_oilPressure_ch': '32.9', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '36.9', '7_oilPressure_ch': '74.5', 'Number': 6074}
{'5_oilPressure_ch': '33.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.0', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '75.0', 'Number': 6075}
{'5_oilPressure_ch': '32.9', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.5', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.3', '6_oilPressure_ch': '40.7', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '75.5', 'Number': 6076}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.1', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '37.1', '7_oilPressure_ch': '74.8', 'Number': 6077}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '74.8', 'Number': 6078}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '40.6', '8_oilPressure_ch': '38.1', '7_oilPressure_ch': '75.6', 'Number': 6079}
{'5_oilPressure_ch': '33.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '40.5', '8_oilPressure_ch': '37.1', '7_oilPressure_ch': '75.3', 'Number': 6080}
{'5_oilPressure_ch': '32.9', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.5', 'Number': 6081}
{'5_oilPressure_ch': '33.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.5', '6_oilPressure_ch': '40.6', '8_oilPressure_ch': '36.9', '7_oilPressure_ch': '75.0', 'Number': 6082}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.9', '6_oilPressure_ch': '39.8', '8_oilPressure_ch': '37.6', '7_oilPressure_ch': '74.7', 'Number': 6083}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.5', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.3', 'Number': 6084}
{'5_oilPressure_ch': '33.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.0', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.2', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '37.2', '7_oilPressure_ch': '75.0', 'Number': 6085}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '39.9', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.1', 'Number': 6086}
{'5_oilPressure_ch': '33.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '40.9', '8_oilPressure_ch': '38.1', '7_oilPressure_ch': '75.6', 'Number': 6087}
{'5_oilPressure_ch': '33.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '40.4', '8_oilPressure_ch': '37.3', '7_oilPressure_ch': '75.0', 'Number': 6088}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '37.9', '7_oilPressure_ch': '75.0', 'Number': 6089}
{'5_oilPressure_ch': '33.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '37.0', '7_oilPressure_ch': '75.0', 'Number': 6090}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.1', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '37.9', '7_oilPressure_ch': '75.0', 'Number': 6091}
{'5_oilPressure_ch': '32.9', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.4', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '37.7', '7_oilPressure_ch': '75.3', 'Number': 6092}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '39.4', '8_oilPressure_ch': '37.3', '7_oilPressure_ch': '74.5', 'Number': 6093}
{'5_oilPressure_ch': '32.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.0', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '39.8', '8_oilPressure_ch': '38.4', '7_oilPressure_ch': '75.3', 'Number': 6094}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '37.3', '7_oilPressure_ch': '74.8', 'Number': 6095}
{'5_oilPressure_ch': '32.7', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.3', '6_oilPressure_ch': '40.1', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '75.5', 'Number': 6096}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '37.0', '7_oilPressure_ch': '74.8', 'Number': 6097}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '37.9', '7_oilPressure_ch': '74.8', 'Number': 6098}
{'5_oilPressure_ch': '32.9', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.3', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '36.9', '7_oilPressure_ch': '74.5', 'Number': 6099}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '39.2', '8_oilPressure_ch': '37.7', '7_oilPressure_ch': '74.6', 'Number': 6100}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '74.8', 'Number': 6101}
{'5_oilPressure_ch': '33.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '40.7', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.3', 'Number': 6102}
{'5_oilPressure_ch': '33.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.3', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '37.1', '7_oilPressure_ch': '74.9', 'Number': 6103}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.2', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '36.9', '7_oilPressure_ch': '74.5', 'Number': 6104}
{'5_oilPressure_ch': '32.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.5', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '74.8', 'Number': 6105}
{'5_oilPressure_ch': '32.9', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.4', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '37.3', '7_oilPressure_ch': '74.8', 'Number': 6106}
{'5_oilPressure_ch': '32.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.8', '6_oilPressure_ch': '39.2', '8_oilPressure_ch': '37.3', '7_oilPressure_ch': '74.3', 'Number': 6107}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '38.4', '7_oilPressure_ch': '75.3', 'Number': 6108}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '75.0', 'Number': 6109}
{'5_oilPressure_ch': '32.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.1', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '74.7', 'Number': 6110}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.5', '6_oilPressure_ch': '40.4', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '75.2', 'Number': 6111}
{'5_oilPressure_ch': '33.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.1', '6_oilPressure_ch': '40.4', '8_oilPressure_ch': '37.0', '7_oilPressure_ch': '74.8', 'Number': 6112}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.8', '6_oilPressure_ch': '39.2', '8_oilPressure_ch': '37.0', '7_oilPressure_ch': '74.3', 'Number': 6113}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.2', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.3', 'Number': 6114}
{'5_oilPressure_ch': '32.7', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.6', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.0', '6_oilPressure_ch': '39.8', '8_oilPressure_ch': '37.3', '7_oilPressure_ch': '74.6', 'Number': 6115}
{'5_oilPressure_ch': '32.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.0', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '75.2', 'Number': 6116}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.3', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '37.0', '7_oilPressure_ch': '74.9', 'Number': 6117}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '74.4', 'Number': 6118}
{'5_oilPressure_ch': '33.0', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.5', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.1', 'Number': 6119}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.2', '6_oilPressure_ch': '40.7', '8_oilPressure_ch': '37.1', '7_oilPressure_ch': '74.5', 'Number': 6120}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.1', '6_oilPressure_ch': '39.1', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '74.3', 'Number': 6121}
{'5_oilPressure_ch': '33.0', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.5', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '38.1', '7_oilPressure_ch': '75.4', 'Number': 6122}
{'5_oilPressure_ch': '33.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.2', '6_oilPressure_ch': '40.4', '8_oilPressure_ch': '37.2', '7_oilPressure_ch': '74.8', 'Number': 6123}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.1', '6_oilPressure_ch': '39.5', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '74.5', 'Number': 6124}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.2', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.0', 'Number': 6125}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.8', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '38.1', '7_oilPressure_ch': '75.0', 'Number': 6126}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.0', '6_oilPressure_ch': '39.0', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '74.2', 'Number': 6127}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.2', '6_oilPressure_ch': '40.1', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.1', 'Number': 6128}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '39.2', '8_oilPressure_ch': '37.9', '7_oilPressure_ch': '74.4', 'Number': 6129}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.5', '6_oilPressure_ch': '40.5', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '75.5', 'Number': 6130}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '39.5', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '74.6', 'Number': 6131}
{'5_oilPressure_ch': '32.7', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.2', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '75.8', 'Number': 6132}
{'5_oilPressure_ch': '33.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.3', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.4', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '37.3', '7_oilPressure_ch': '74.7', 'Number': 6133}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.6', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.2', '6_oilPressure_ch': '39.1', '8_oilPressure_ch': '37.6', '7_oilPressure_ch': '74.1', 'Number': 6134}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.0', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.3', '6_oilPressure_ch': '39.9', '8_oilPressure_ch': '38.5', '7_oilPressure_ch': '75.1', 'Number': 6135}
{'5_oilPressure_ch': '32.9', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '37.9', '7_oilPressure_ch': '75.2', 'Number': 6136}
{'5_oilPressure_ch': '32.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.0', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '39.4', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '74.8', 'Number': 6137}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '74.8', 'Number': 6138}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.6', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.4', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '38.1', '7_oilPressure_ch': '74.8', 'Number': 6139}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.2', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '74.8', 'Number': 6140}
{'5_oilPressure_ch': '32.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.0', '6_oilPressure_ch': '39.0', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '74.2', 'Number': 6141}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.3', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '38.1', '7_oilPressure_ch': '75.0', 'Number': 6142}
{'5_oilPressure_ch': '32.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.0', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '10.8', '6_oilPressure_ch': '39.2', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '74.6', 'Number': 6143}
{'5_oilPressure_ch': '33.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.1', '6_oilPressure_ch': '40.4', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '74.5', 'Number': 6144}
{'5_oilPressure_ch': '32.7', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.0', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '39.9', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '75.1', 'Number': 6145}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.6', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '37.2', '7_oilPressure_ch': '74.3', 'Number': 6146}
{'5_oilPressure_ch': '32.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.1', '6_oilPressure_ch': '39.8', '8_oilPressure_ch': '38.4', '7_oilPressure_ch': '75.0', 'Number': 6147}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.3', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '73.9', 'Number': 6148}
{'5_oilPressure_ch': '32.0', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '39.2', '8_oilPressure_ch': '37.8', '7_oilPressure_ch': '75.0', 'Number': 6149}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.6', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '40.5', '8_oilPressure_ch': '37.9', '7_oilPressure_ch': '75.0', 'Number': 6150}
{'5_oilPressure_ch': '33.5', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '40.0', '8_oilPressure_ch': '37.5', '7_oilPressure_ch': '74.5', 'Number': 6151}
{'5_oilPressure_ch': '32.6', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.0', '6_oilPressure_ch': '40.2', '8_oilPressure_ch': '38.2', '7_oilPressure_ch': '75.1', 'Number': 6152}
{'5_oilPressure_ch': '33.0', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '40.8', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '75.3', 'Number': 6153}
{'5_oilPressure_ch': '33.1', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '12.2', '6_oilPressure_ch': '40.3', '8_oilPressure_ch': '37.1', '7_oilPressure_ch': '74.8', 'Number': 6154}
{'5_oilPressure_ch': '32.2', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.8', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.7', '6_oilPressure_ch': '39.6', '8_oilPressure_ch': '38.0', '7_oilPressure_ch': '74.3', 'Number': 6155}
{'5_oilPressure_ch': '32.3', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '39.7', '8_oilPressure_ch': '38.5', '7_oilPressure_ch': '75.0', 'Number': 6156}
{'5_oilPressure_ch': '32.8', '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '1_oilPressure_ch': '0.0', 'time': '8-16-31-59', '2_oilPressure_ch': '11.6', '6_oilPressure_ch': '40.5', '8_oilPressure_ch': '38.5', '7_oilPressure_ch': '75.4', 'Number': 6157}
